Event ID,Date time,Latitude,Longitude,Magnitude,Mag Type,Depth (km),Phase Count,Azimuth Gap,Location,Agency
bmg2024dtlo,2024-02-23T08:02:11.364791Z,-0.571157336,98.65744781,3.800884272,M,12,41,165.517334,"Southern Sumatra, Indonesia",BMKG
bmg2024dtlb,2024-02-23T07:46:28.568228Z,-0.786754668,98.40871429,5.243434051,Mw(mB),33,209,184.4871368,"Southern Sumatra, Indonesia",BMKG
bmg2024dtge,2024-02-23T05:18:05.495257Z,0.97110486,99.67966461,3.438528163,M,10,32,57.42537689,"Northern Sumatra, Indonesia",BMKG
bmg2024dsvi,2024-02-22T23:49:30.714858Z,1.635395288,97.00671387,3.070822585,M,11,18,170.0334625,"Northern Sumatra, Indonesia",BMKG
bmg2024dqnz,2024-02-21T17:51:14.144942Z,-2.520740747,102.2458954,2.831872841,M,5,18,66.92678833,"Southern Sumatra, Indonesia",BMKG
bmg2024dpuo,2024-02-21T08:01:38.684765Z,4.521065712,96.42991638,3.414844565,M,10,39,80.4906311,"Northern Sumatra, Indonesia",BMKG
bmg2024dpnl,2024-02-21T04:26:50.374138Z,-3.155646801,101.6310043,3.157271223,M,48,20,142.8821106,"Southern Sumatra, Indonesia",BMKG
bmg2024dnzf,2024-02-20T08:06:47.676025Z,-4.605993748,102.1709747,3.502226296,M,38,27,137.7104797,"Southern Sumatra, Indonesia",BMKG
bmg2024dmqz,2024-02-19T14:48:55.589211Z,-1.46408689,99.76246643,4.066625953,M,36,84,50.04660034,"Southern Sumatra, Indonesia",BMKG
bmg2024dmox,2024-02-19T13:46:23.086248Z,-5.913745403,105.4033203,3.680860029,M,128,85,128.2786789,"Sunda Strait, Indonesia",BMKG
bmg2024dlqu,2024-02-19T01:35:43.640492Z,-2.136848211,102.0666199,3.273899921,M,166,71,94.99945068,"Southern Sumatra, Indonesia",BMKG
bmg2024dldu,2024-02-18T19:01:27.220938Z,-0.101448484,97.99501038,3.252118548,M,43,31,189.6580811,"Southwest of Sumatra, Indonesia",BMKG
bmg2024dlap,2024-02-18T17:23:49.945387Z,-5.777748585,105.8635941,4.089281345,M,187,102,76.40591049,"Sunda Strait, Indonesia",BMKG
bmg2024djwf,2024-02-18T02:03:01.693748Z,1.454336524,99.51063538,3.900765829,M,174,83,82.78998947,"Northern Sumatra, Indonesia",BMKG
bmg2024djmq,2024-02-17T21:13:08.961574Z,0.490273207,98.04715729,3.226613375,M,28,28,133.9864197,"Northern Sumatra, Indonesia",BMKG
bmg2024dhux,2024-02-16T23:07:49.261152Z,-1.890626669,100.7129364,3.238987556,M,41,33,67.53903198,"Southern Sumatra, Indonesia",BMKG
bmg2024dhtq,2024-02-16T22:29:08.218442Z,3.096687794,97.38228607,2.258846388,M,28,17,95.45114136,"Northern Sumatra, Indonesia",BMKG
bmg2024dgyp,2024-02-16T11:51:18.09047Z,-4.440055847,102.2098541,3.832374522,MLv,29,50,131.2671051,"Southern Sumatra, Indonesia",BMKG
bmg2024dgrs,2024-02-16T08:22:47.929483Z,2.144350767,97.82167053,4.212309717,MLv,21,60,68.01332092,"Northern Sumatra, Indonesia",BMKG
bmg2024dgov,2024-02-16T06:55:28.300228Z,-4.42809248,102.5042343,3.99245472,MLv,36,45,108.3980713,"Southern Sumatra, Indonesia",BMKG
bmg2024dfya,2024-02-15T22:25:24.425781Z,3.066528797,97.37991333,2.862409426,M,10,42,89.7746048,"Northern Sumatra, Indonesia",BMKG
bmg2024dfus,2024-02-15T20:44:46.413568Z,-2.095591784,100.4670868,2.647950029,M,25,27,75.46711731,"Southern Sumatra, Indonesia",BMKG
bmg2024dfrk,2024-02-15T19:04:32.141594Z,-1.098598838,100.392868,2.71886009,M,74,42,95.34559631,"Southern Sumatra, Indonesia",BMKG
bmg2024dflh,2024-02-15T15:59:12.209509Z,3.548320293,96.98004913,3.040055198,MLv,44,16,141.3482666,"Northern Sumatra, Indonesia",BMKG
bmg2024dfhw,2024-02-15T14:16:07.128344Z,-3.134892702,102.2444534,2.608389576,MLv,10,15,92.22032166,"Southern Sumatra, Indonesia",BMKG
bmg2024ddnj,2024-02-14T14:45:19.401796Z,-0.872477412,98.82829285,3.093517303,M,10,12,165.0445251,"Southern Sumatra, Indonesia",BMKG
bmg2024dcrn,2024-02-14T03:43:29.528048Z,2.376564503,98.48920441,2.692288864,M,69,26,74.41047668,"Northern Sumatra, Indonesia",BMKG
bmg2024dboc,2024-02-13T12:51:57.956693Z,2.034926653,97.86431885,2.770281798,M,35,20,113.6755524,"Northern Sumatra, Indonesia",BMKG
bmg2024dauh,2024-02-13T02:51:55.516997Z,2.063981771,98.94033051,2.909814961,M,10,25,83.68564844,"Northern Sumatra, Indonesia",BMKG
bmg2024dack,2024-02-12T17:49:34.304004Z,2.077901602,97.86225128,2.855744301,M,29,26,113.4847412,"Northern Sumatra, Indonesia",BMKG
bmg2024czwl,2024-02-12T14:48:20.537608Z,0.276351512,96.75819397,3.329708497,M,10,31,239.6409149,Off West Coast of Northern Sumatra,BMKG
bmg2024cyqc,2024-02-11T22:28:24.975101Z,4.084064484,97.62857819,2.986919569,MLv,155,32,174.3524933,"Northern Sumatra, Indonesia",BMKG
bmg2024cyjy,2024-02-11T19:21:13.384669Z,2.788584948,98.97127533,3.581033099,MLv,163,59,63.74362946,"Northern Sumatra, Indonesia",BMKG
bmg2024cxyq,2024-02-11T13:39:07.552646Z,1.616893888,99.53878784,4.051980022,MLv,163,76,52.66313934,"Northern Sumatra, Indonesia",BMKG
bmg2024cwzg,2024-02-11T00:48:22.661556Z,-4.370192528,102.4207764,3.452968049,MLv,35,26,231.101387,"Southern Sumatra, Indonesia",BMKG
bmg2024cwng,2024-02-10T18:45:46.46993Z,4.05850029,95.86977386,3.481899595,MLv,32,32,156.0246887,"Northern Sumatra, Indonesia",BMKG
bmg2024cvvn,2024-02-10T09:48:26.317171Z,-0.461622089,99.5790329,3.156948077,M,40,33,65.05615234,"Southern Sumatra, Indonesia",BMKG
bmg2024cvpi,2024-02-10T06:39:42.444366Z,2.199331522,97.70081329,3.450437065,M,35,44,74.70779419,"Northern Sumatra, Indonesia",BMKG
bmg2024cuoo,2024-02-09T17:08:50.18327Z,-5.89440012,104.0321808,3.414600924,MLv,14,30,199.8675613,"Southern Sumatra, Indonesia",BMKG
bmg2024cujg,2024-02-09T14:27:31.737199Z,0.61268431,98.5434494,2.733616961,M,10,27,84.24711609,"Northern Sumatra, Indonesia",BMKG
bmg2024cubl,2024-02-09T10:31:27.515585Z,2.00765419,97.79263306,3.454973008,MLv,30,39,69.93782043,"Northern Sumatra, Indonesia",BMKG
bmg2024cuag,2024-02-09T09:54:33.795901Z,-1.085987329,100.1808548,3.659034504,MLv,58,52,37.3571167,"Southern Sumatra, Indonesia",BMKG
bmg2024ctzw,2024-02-09T09:42:57.660962Z,-1.309892416,97.08509064,3.635740315,MLv,10,27,247.2423286,"Southwest of Sumatra, Indonesia",BMKG
bmg2024cton,2024-02-09T03:59:55.092939Z,0.963221073,97.35881805,3.211134897,MLv,21,36,178.3951416,"Northern Sumatra, Indonesia",BMKG
bmg2024ctoh,2024-02-09T03:52:37.004637Z,4.820150375,95.94819641,2.087137926,MLv,12,16,131.2947311,"Northern Sumatra, Indonesia",BMKG
bmg2024ctks,2024-02-09T02:03:58.354864Z,-2.230579853,102.0398102,3.52574695,MLv,149,75,54.49302816,"Southern Sumatra, Indonesia",BMKG
bmg2024ctjv,2024-02-09T01:37:22.7142Z,4.943839073,95.05612183,2.929371541,MLv,29,26,237.515327,"Northern Sumatra, Indonesia",BMKG
bmg2024cswx,2024-02-08T19:05:57.966129Z,2.446341515,95.65151215,3.79031535,MLv,14,40,217.4188385,Off West Coast of Northern Sumatra,BMKG
bmg2024cssa,2024-02-08T16:37:00.901433Z,-3.536041975,102.440834,4.039170547,MLv,10,53,77.65148926,"Southern Sumatra, Indonesia",BMKG
bmg2024csnw,2024-02-08T14:31:30.660601Z,1.226752639,98.80661774,2.659627844,MLv,72,31,66.78179932,"Northern Sumatra, Indonesia",BMKG
bmg2024cquy,2024-02-07T15:49:25.17084Z,4.059179783,95.96503448,3.431900206,MLv,36,36,144.4486847,"Northern Sumatra, Indonesia",BMKG
bmg2024cqld,2024-02-07T10:52:51.942264Z,2.658041239,99.01953888,4.270483845,MLv,166,103,52.1734848,"Northern Sumatra, Indonesia",BMKG
bmg2024cpjo,2024-02-06T20:56:59.979183Z,2.864117384,97.87178802,2.090275051,MLv,57,12,115.5830956,"Northern Sumatra, Indonesia",BMKG
bmg2024cpcp,2024-02-06T17:25:10.670806Z,0.746276557,98.46347809,2.837058083,MLv,17,23,79.36080933,"Northern Sumatra, Indonesia",BMKG
bmg2024cpax,2024-02-06T16:32:43.423181Z,-3.307915449,101.6098633,2.716215054,MLv,10,14,216.9246216,"Southern Sumatra, Indonesia",BMKG
bmg2024cnxr,2024-02-06T01:47:39.972093Z,0.572243989,97.88014221,3.439677925,MLv,10,31,124.7147827,"Northern Sumatra, Indonesia",BMKG
bmg2024cnug,2024-02-06T00:03:55.519823Z,-3.272031307,101.5369339,3.979824286,MLv,27,81,122.4911499,"Southern Sumatra, Indonesia",BMKG
bmg2024cmai,2024-02-05T00:52:23.861341Z,-2.197503567,100.399292,5.078789765,Mw(mB),43,270,41.89840698,"Southern Sumatra, Indonesia",BMKG
bmg2024clrv,2024-02-04T20:33:57.134656Z,-2.272971153,99.29105377,3.361217955,MLv,16,36,204.1358948,"Southern Sumatra, Indonesia",BMKG
bmg2024cljv,2024-02-04T16:32:27.19994Z,1.902244806,98.88612366,4.726870879,MLv,110,127,28.94005203,"Northern Sumatra, Indonesia",BMKG
bmg2024cksb,2024-02-04T07:32:49.971046Z,1.285993695,97.00237274,3.804490372,MLv,14,31,188.7674255,"Northern Sumatra, Indonesia",BMKG
bmg2024cjkh,2024-02-03T14:30:11.383692Z,-0.268624336,100.4144058,2.455934386,MLv,10,17,111.7442112,"Southern Sumatra, Indonesia",BMKG
bmg2024citn,2024-02-03T06:01:26.308133Z,3.059080124,97.33547211,3.172195127,MLv,10,26,79.77325439,"Northern Sumatra, Indonesia",BMKG
bmg2024chod,2024-02-02T14:09:51.83462Z,4.652654648,96.29031372,2.929239564,MLv,11,24,109.6858826,"Northern Sumatra, Indonesia",BMKG
bmg2024cgze,2024-02-02T06:35:47.804786Z,-0.145931557,100.1936798,2.337763165,MLv,10,23,143.776947,"Southern Sumatra, Indonesia",BMKG
bmg2024cgyd,2024-02-02T06:05:23.313768Z,0.692607403,99.87710571,2.487672657,MLv,16,10,147.3767853,"Northern Sumatra, Indonesia",BMKG
bmg2024cgxx,2024-02-02T05:57:23.219213Z,5.333674908,95.177742,3.32070261,MLv,20,18,210.261611,"Northern Sumatra, Indonesia",BMKG
bmg2024cgil,2024-02-01T22:09:30.04806Z,-4.613012791,102.6075287,2.770570092,MLv,34,33,124.4441376,"Southern Sumatra, Indonesia",BMKG
bmg2024cftr,2024-02-01T14:41:26.185634Z,0.201635942,99.945755,3.109235959,MLv,10,50,39.2716713,"Northern Sumatra, Indonesia",BMKG
bmg2024cftk,2024-02-01T14:32:48.388651Z,0.217526853,99.96027374,2.660499749,MLv,18,21,66.66723633,"Northern Sumatra, Indonesia",BMKG
bmg2024cfsd,2024-02-01T13:54:16.697264Z,-5.442241192,103.0215378,3.749698254,MLv,10,33,219.7181015,"Southern Sumatra, Indonesia",BMKG
bmg2024ggnc,2024-03-29T22:38:47.819518Z,1.169915318,99.49757385,2.952638719,M,10,26,89.04913902,"Northern Sumatra, Indonesia",BMKG
bmg2024ggli,2024-03-29T21:44:51.991669Z,0.7404056787,99.85006714,3.083845556,M,10,23,130.3481445,"Northern Sumatra, Indonesia",BMKG
bmg2024gfhg,2024-03-29T06:33:19.902607Z,2.914182186,98.91183472,2.60547919,MLv,171,10,304.1303253,"Northern Sumatra, Indonesia",BMKG
bmg2024gfgs,2024-03-29T06:16:58.741611Z,4.872232437,96.19039154,1.41755246,MLv,15,11,189.6967773,"Northern Sumatra, Indonesia",BMKG
bmg2024gekr,2024-03-28T19:08:36.502499Z,-0.4482317269,100.1672058,2.192346979,M,18,24,84.01855469,"Southern Sumatra, Indonesia",BMKG
bmg2024gdua,2024-03-28T10:44:12.103886Z,1.458470464,98.7706604,3.431987022,M,69,43,82.98126221,"Northern Sumatra, Indonesia",BMKG
bmg2024gdiy,2024-03-28T05:08:17.772395Z,1.723922133,97.38409424,4.301481416,M,31,34,113.353363,"Northern Sumatra, Indonesia",BMKG
bmg2024gcpq,2024-03-27T19:23:26.568274Z,-2.412433386,102.0123444,2.994327649,M,137,21,133.7940216,"Southern Sumatra, Indonesia",BMKG
bmg2024gblo,2024-03-27T04:11:06.573987Z,3.529975176,97.1730957,3.062807819,M,21,20,91.24473572,"Northern Sumatra, Indonesia",BMKG
bmg2024fzyk,2024-03-26T08:24:42.405278Z,-3.62147069,102.0422363,3.811467844,M,51,65,117.2383728,"Southern Sumatra, Indonesia",BMKG
bmg2024fyxz,2024-03-25T19:02:58.2678Z,0.2208904475,99.96052551,1.748380455,M,10,15,99.090271,"Northern Sumatra, Indonesia",BMKG
bmg2024fywi,2024-03-25T18:13:12.204236Z,2.574762821,98.6299057,2.207124477,M,6,19,110.0666885,"Northern Sumatra, Indonesia",BMKG
bmg2024fyni,2024-03-25T13:40:49.478966Z,-5.912639618,105.0209274,2.210305211,MLv,16,12,191.240921,"Sunda Strait, Indonesia",BMKG
bmg2024fycj,2024-03-25T08:07:54.739461Z,-2.027205706,100.7161789,3.459294802,M,30,25,115.5012054,"Southern Sumatra, Indonesia",BMKG
bmg2024fxqf,2024-03-25T01:59:49.878477Z,1.279368281,98.84728241,3.575629195,M,65,53,34.15818024,"Northern Sumatra, Indonesia",BMKG
bmg2024fxns,2024-03-25T00:44:32.522896Z,-0.5303368568,99.35856628,2.619388496,M,36,26,94.49136353,"Southern Sumatra, Indonesia",BMKG
bmg2024fxiv,2024-03-24T22:16:24.622942Z,0.2298040688,99.37854767,2.582634209,M,66,28,59.09109497,"Northern Sumatra, Indonesia",BMKG
bmg2024fxee,2024-03-24T19:55:06.981318Z,4.236907959,96.93983459,3.995388471,M,3,43,50.51496294,"Northern Sumatra, Indonesia",BMKG
bmg2024fxdz,2024-03-24T19:49:05.824223Z,4.23165226,96.92564392,4.865105177,M,2,63,46.77256775,"Northern Sumatra, Indonesia",BMKG
bmg2024fxda,2024-03-24T19:19:31.751654Z,-0.05025548488,97.09373474,3.617316309,M,16,46,204.7997437,"Southwest of Sumatra, Indonesia",BMKG
bmg2024fwnq,2024-03-24T11:33:40.092254Z,0.8214515448,100.0784149,3.195264138,M,182,35,82.67387009,"Northern Sumatra, Indonesia",BMKG
bmg2024fwcs,2024-03-24T06:02:12.520228Z,1.825955749,99.4560318,3.121872944,M,163,36,182.9905701,"Northern Sumatra, Indonesia",BMKG
bmg2024fvvg,2024-03-24T02:16:04.20057Z,0.6853722334,99.56526184,2.914171287,M,10,21,73.35392427,"Northern Sumatra, Indonesia",BMKG
bmg2024fvfx,2024-03-23T18:31:31.374004Z,4.477736473,96.55901337,3.239168868,M,10,38,63.01475525,"Northern Sumatra, Indonesia",BMKG
bmg2024fuvr,2024-03-23T13:20:28.927439Z,-4.687890053,102.6937637,5.361274145,Mw(mB),63,236,88.21585846,"Southern Sumatra, Indonesia",BMKG
bmg2024fufi,2024-03-23T05:05:12.024114Z,-4.637069702,102.0004807,4.951718713,M,23,102,153.8946991,"Southern Sumatra, Indonesia",BMKG
bmg2024ftov,2024-03-22T20:45:08.170046Z,-3.18676734,101.9439011,3.048951334,M,68,23,105.9446106,"Southern Sumatra, Indonesia",BMKG
bmg2024ftmb,2024-03-22T19:20:33.204417Z,0.217518419,99.97988129,2.376927941,M,9,17,58.85246277,"Northern Sumatra, Indonesia",BMKG
bmg2024ftja,2024-03-22T17:49:25.641886Z,1.844875932,99.16404724,3.005921023,M,4,24,121.4596617,"Northern Sumatra, Indonesia",BMKG
bmg2024fswv,2024-03-22T11:39:51.177016Z,-0.5147064924,99.15719604,4.447845133,M,14,67,101.2469025,"Southern Sumatra, Indonesia",BMKG
bmg2024fsob,2024-03-22T07:13:22.144767Z,2.186989069,99.01235199,2.569057105,M,132,23,167.4971924,"Northern Sumatra, Indonesia",BMKG
bmg2024fskj,2024-03-22T05:22:00.560355Z,-0.365803808,99.00209808,4.067645492,M,18,57,111.4911804,"Southern Sumatra, Indonesia",BMKG
bmg2024frdl,2024-03-21T12:43:55.997121Z,0.2089659125,99.97599792,3.561736726,M,2,52,44.31628418,"Northern Sumatra, Indonesia",BMKG
bmg2024fpyp,2024-03-20T21:09:05.56712Z,-2.058150291,100.6030502,2.710898158,M,31,33,78.15866089,"Southern Sumatra, Indonesia",BMKG
bmg2024fpvi,2024-03-20T19:29:50.797519Z,-3.344436407,101.4792175,3.373065572,M,23,65,128.1604309,"Southern Sumatra, Indonesia",BMKG
bmg2024fpuw,2024-03-20T19:15:04.405703Z,0.788875401,97.4340744,3.898330734,M,15,65,179.9506531,"Northern Sumatra, Indonesia",BMKG
bmg2024fozk,2024-03-20T08:24:57.288862Z,-2.126557827,100.424614,5.037393594,M,38,156,44.82034302,"Southern Sumatra, Indonesia",BMKG
bmg2024foqw,2024-03-20T04:05:47.484567Z,0.532785058,99.62238312,3.140999686,M,114,29,58.75196266,"Northern Sumatra, Indonesia",BMKG
bmg2024foau,2024-03-19T19:59:25.027006Z,-5.7647686,102.9068222,3.830727966,M,18,98,189.4930191,"Southern Sumatra, Indonesia",BMKG
bmg2024fnsh,2024-03-19T15:40:52.708014Z,4.100922585,95.93032074,2.812918923,M,29,31,145.8525085,"Northern Sumatra, Indonesia",BMKG
bmg2024fney,2024-03-19T08:56:12.360523Z,-4.647996426,102.6625366,3.228866184,M,36,23,122.3400421,"Southern Sumatra, Indonesia",BMKG
bmg2024flnw,2024-03-18T11:11:10.788737Z,-5.193294048,103.2082214,2.953546489,M,25,30,154.4248581,"Southern Sumatra, Indonesia",BMKG
bmg2024flly,2024-03-18T10:12:48.60882Z,-4.513876438,100.6315002,3.927087359,MLv,22,47,219.7138138,"Southwest of Sumatra, Indonesia",BMKG
bmg2024fitl,2024-03-16T22:35:45.125935Z,-0.5843521953,99.46977234,3.847962681,M,10,75,71.54528809,"Southern Sumatra, Indonesia",BMKG
bmg2024fhij,2024-03-16T03:51:37.180785Z,1.894000173,98.09252167,2.943602442,M,33,30,70.42456818,"Northern Sumatra, Indonesia",BMKG
bmg2024fftv,2024-03-15T07:22:41.473082Z,2.25991869,98.83601379,2.4836314,MLv,10,6,133.9769821,"Northern Sumatra, Indonesia",BMKG
bmg2024ffir,2024-03-15T01:44:24.588571Z,2.203698874,98.89354706,3.171744105,M,3,29,88.2477417,"Northern Sumatra, Indonesia",BMKG
bmg2024feww,2024-03-14T19:46:15.728072Z,-4.773266792,101.9199677,3.572491609,M,33,43,167.9055939,"Southern Sumatra, Indonesia",BMKG
bmg2024felz,2024-03-14T14:16:23.920214Z,1.677359939,99.49813843,3.197919805,M,149,33,103.9867458,"Northern Sumatra, Indonesia",BMKG
bmg2024fdmr,2024-03-14T01:29:43.880024Z,-4.625350475,102.7304153,4.160022538,M,38,77,91.08670044,"Southern Sumatra, Indonesia",BMKG
bmg2024fczn,2024-03-13T18:51:00.011698Z,-1.678441405,101.1715317,2.858048533,M,10,20,109.8251495,"Southern Sumatra, Indonesia",BMKG
bmg2024fcrr,2024-03-13T14:53:19.912243Z,4.5137043,96.43457031,3.75019262,M,10,45,55.44032288,"Northern Sumatra, Indonesia",BMKG
bmg2024fckh,2024-03-13T11:08:44.231997Z,-3.894518614,102.1774597,4.167734998,M,19,51,118.9509735,"Southern Sumatra, Indonesia",BMKG
bmg2024fche,2024-03-13T09:34:20.101142Z,-3.768817186,101.8673477,3.748314093,M,30,37,130.150528,"Southern Sumatra, Indonesia",BMKG
bmg2024fbjx,2024-03-12T21:48:44.741966Z,0.8137378693,98.79406738,3.231336861,M,47,42,54.40422058,"Northern Sumatra, Indonesia",BMKG
bmg2024fbhx,2024-03-12T20:48:03.865587Z,-0.1016957611,96.86955261,4.251289072,M,10,61,211.5302887,"Southwest of Sumatra, Indonesia",BMKG
bmg2024fael,2024-03-12T05:54:53.833567Z,0.8524160385,98.21715546,3.08968914,M,10,22,62.44446564,"Northern Sumatra, Indonesia",BMKG
bmg2024ezpr,2024-03-11T22:27:18.539729Z,3.710320234,97.28637695,4.016827577,M,87,51,53.71113586,"Northern Sumatra, Indonesia",BMKG
bmg2024ezmw,2024-03-11T21:02:37.99709Z,5.17291975,96.17699432,2.559866576,M,11,21,92.91688919,"Northern Sumatra, Indonesia",BMKG
bmg2024ezfd,2024-03-11T17:08:29.378441Z,5.496727467,95.45799255,2.663422414,M,37,12,167.7240143,"Northern Sumatra, Indonesia",BMKG
bmg2024eywi,2024-03-11T12:41:11.219027Z,-4.937399864,102.7901993,4.014864527,M,23,96,109.56353,"Southern Sumatra, Indonesia",BMKG
bmg2024eyoq,2024-03-11T08:47:43.462099Z,0.5841547251,98.55397797,3.8231039,M,10,114,65.89350891,"Northern Sumatra, Indonesia",BMKG
bmg2024exwe,2024-03-10T23:28:59.046055Z,-0.6512507796,99.58380127,3.306906725,M,37,18,256.3535576,"Southern Sumatra, Indonesia",BMKG
bmg2024exjl,2024-03-10T17:02:04.032942Z,-0.2460823059,99.3740921,3.252508907,M,65,43,75.5887146,"Southern Sumatra, Indonesia",BMKG
bmg2024exhl,2024-03-10T16:01:41.298318Z,-5.515109062,103.2595444,3.577089685,M,19,30,175.6021957,"Southern Sumatra, Indonesia",BMKG
bmg2024evvl,2024-03-09T20:49:47.59708Z,-2.757800817,102.2899017,3.445427879,M,144,30,83.17715454,"Southern Sumatra, Indonesia",BMKG
bmg2024evuz,2024-03-09T20:36:11.027519Z,5.186798096,96.2543869,2.654458557,M,10,23,97.66312408,"Northern Sumatra, Indonesia",BMKG
bmg2024euwm,2024-03-09T08:13:45.435891Z,2.549616337,98.64331055,2.411505216,M,10,12,126.4857559,"Northern Sumatra, Indonesia",BMKG
bmg2024eugs,2024-03-09T00:15:15.614853Z,-0.6829767823,98.53429413,4.000034565,M,25,55,191.3150177,"Southern Sumatra, Indonesia",BMKG
bmg2024etze,2024-03-08T20:26:43.841216Z,-3.691989183,99.10067749,4.265142573,MLv,15,38,225.527565,"Southwest of Sumatra, Indonesia",BMKG
bmg2024etcf,2024-03-08T08:50:23.18728Z,2.889605999,98.98781586,3.540215456,M,165,56,186.3425446,"Northern Sumatra, Indonesia",BMKG
bmg2024esni,2024-03-08T01:19:41.746339Z,-0.4909553528,99.12400055,3.322277244,M,69,53,104.3181763,"Southern Sumatra, Indonesia",BMKG
bmg2024eqmq,2024-03-06T22:42:17.115091Z,5.146348953,95.80005646,1.543235039,MLv,10,11,111.058197,"Northern Sumatra, Indonesia",BMKG
bmg2024eqlu,2024-03-06T22:17:03.795695Z,-2.020042896,101.0368805,2.840071491,M,65,32,45.91653442,"Southern Sumatra, Indonesia",BMKG
bmg2024eqid,2024-03-06T20:25:32.018682Z,-2.204111814,101.3954697,2.501396082,M,76,23,100.5776253,"Southern Sumatra, Indonesia",BMKG
bmg2024epyc,2024-03-06T15:21:57.184075Z,-4.935641766,102.7965164,3.710367991,M,28,50,112.9883347,"Southern Sumatra, Indonesia",BMKG
bmg2024epba,2024-03-06T03:41:58.354009Z,-3.472312689,101.9943237,3.771786495,M,59,73,114.2562103,"Southern Sumatra, Indonesia",BMKG
bmg2024eoei,2024-03-05T16:13:53.442186Z,-4.657087326,102.6394501,3.133565532,M,31,43,96.98234558,"Southern Sumatra, Indonesia",BMKG
bmg2024eobs,2024-03-05T14:55:04.169289Z,1.678737044,96.91151428,3.470441985,M,27,37,178.8805084,Off West Coast of Northern Sumatra,BMKG
bmg2024enfi,2024-03-05T03:36:24.519477Z,4.868892193,96.05023193,1.678400791,MLv,19,10,153.2973862,"Northern Sumatra, Indonesia",BMKG
bmg2024enci,2024-03-05T02:05:33.822698Z,0.3882042766,98.59690857,3.365390533,M,16,45,67.61885071,"Northern Sumatra, Indonesia",BMKG
bmg2024elyr,2024-03-04T11:06:36.677908Z,0.3349193931,96.73558044,3.561514866,M,26,24,219.0161438,Off West Coast of Northern Sumatra,BMKG
bmg2024elsk,2024-03-04T07:56:25.739796Z,1.462736368,97.00868988,4.189521431,M,17,35,205.1665039,"Northern Sumatra, Indonesia",BMKG
bmg2024elqk,2024-03-04T06:55:13.640835Z,-4.911453247,102.7731247,4.943552534,M,29,120,105.4274216,"Southern Sumatra, Indonesia",BMKG
bmg2024elig,2024-03-04T02:48:26.207685Z,-5.705557823,102.2022171,5.291985306,Mw(mB),41,269,102.7286224,"Southern Sumatra, Indonesia",BMKG
bmg2024ekld,2024-03-03T15:07:43.177402Z,-5.143491745,102.9775543,4.890205259,Mw(mB),45,200,97.3544693,"Southern Sumatra, Indonesia",BMKG
bmg2024ekgd,2024-03-03T12:36:38.137871Z,2.708038568,99.06069183,4.830357347,M,172,123,39.22488785,"Northern Sumatra, Indonesia",BMKG
bmg2024eirj,2024-03-02T15:59:49.021075Z,3.240463018,97.4048996,2.807084957,M,22,28,84.28755188,"Northern Sumatra, Indonesia",BMKG
bmg2024eiia,2024-03-02T11:16:48.430184Z,3.220997334,97.25927734,3.079280072,M,49,31,90.23470116,"Northern Sumatra, Indonesia",BMKG
bmg2024ehzw,2024-03-02T07:09:22.995422Z,-0.5655735731,99.96839142,2.455396474,M,10,22,99.3147583,"Southern Sumatra, Indonesia",BMKG
bmg2024ehbc,2024-03-01T18:39:25.097204Z,0.5374280214,98.50463867,4.698286191,M,12,116,72.16668701,"Northern Sumatra, Indonesia",BMKG
bmg2024egpk,2024-03-01T12:45:04.838773Z,0.5677207708,98.5820694,3.309298296,M,10,90,64.46089172,"Northern Sumatra, Indonesia",BMKG
bmg2024egoh,2024-03-01T12:10:40.840186Z,4.513811111,96.51584625,4.013545518,M,10,79,51.68107224,"Northern Sumatra, Indonesia",BMKG
bmg2024efzr,2024-03-01T04:48:08.386295Z,-2.611656427,101.2649307,2.23457862,MLv,48,10,218.3460388,"Southern Sumatra, Indonesia",BMKG
bmg2024efue,2024-03-01T02:01:00.902942Z,1.41668117,98.96601868,4.468644287,M,105,112,45.76573181,"Northern Sumatra, Indonesia",BMKG
bmg2024eftv,2024-03-01T01:50:22.358992Z,-4.910495758,104.0216064,2.804516322,M,10,20,74.89613342,"Southern Sumatra, Indonesia",BMKG
bmg2024efrn,2024-03-01T00:40:49.21088Z,4.498522282,96.47302246,3.630124176,M,10,40,51.55130005,"Northern Sumatra, Indonesia",BMKG
bmg2024iklp,2024-04-29T13:29:45.641405Z,1.622460008,96.86404419,4.484540316,M,23,61,182.794754,Off West Coast of Northern Sumatra,BMKG
bmg2024ijoe,2024-04-29T01:40:49.858563Z,0.6137461662,98.30809784,3.779889527,M,41,55,83.00244141,"Northern Sumatra, Indonesia",BMKG
bmg2024iiyv,2024-04-28T17:55:37.569894Z,0.3538202345,99.87186432,2.888635349,M,10,26,72.65757751,"Northern Sumatra, Indonesia",BMKG
bmg2024iixw,2024-04-28T17:26:55.117319Z,1.708472371,99.14530182,2.695568335,M,10,15,79.4899292,"Northern Sumatra, Indonesia",BMKG
bmg2024iidk,2024-04-28T07:05:21.548398Z,-0.7134692073,99.35345459,3.265588058,M,28,22,80.31620026,"Southern Sumatra, Indonesia",BMKG
bmg2024iheh,2024-04-27T18:23:58.239308Z,2.108956814,96.17762756,3.601743325,M,21,53,204.9815674,"Northern Sumatra, Indonesia",BMKG
bmg2024iesd,2024-04-26T09:59:43.375189Z,-4.16342926,102.7025604,3.813442455,M,92,54,95.68954468,"Southern Sumatra, Indonesia",BMKG
